CustomerID,Age,Gender,Tenure,Monthly Charges,Total Charges,Contract Type,Has Internet Service,Has Online Security Service,Has Device Protection Plan,Number of Complaints Last Year,Churn,Region
11606,43,Male,46,49.28,2374.63,One year,No,No,No,5,0,North
11607,62,Female,21,116.34,6720.24,Month-to-month,DSL,No,Yes,8,0,South
11608,45,Male,38,46.85,4547.22,Two year,DSL,No,Yes,1,1,South
11609,63,Male,60,34.61,2763.02,Two year,Fiber optic,No,Yes,6,0,North
11610,35,Male,36,54.72,4401.75,Two year,No,No,Yes,1,0,East
11611,61,Male,6,88.21,1255.49,One year,Fiber optic,Yes,Yes,7,0,West
11612,53,Other,39,30.72,1346.4,Two year,No,Yes,Yes,6,0,North
11613,59,Female,29,129.47,3037.37,Two year,DSL,Yes,No,3,0,North
11614,46,Female,27,53.26,1994.54,Two year,DSL,No,No,7,0,West
11615,34,Other,69,54.04,5092.24,Two year,Fiber optic,Yes,No,4,0,West
11616,21,Female,9,104.59,1663.86,Month-to-month,No,No,Yes,0,0,North
11617,61,Male,24,55.06,1127.88,Two year,No,Yes,Yes,3,0,East
11618,62,Other,63,70,2361.07,Month-to-month,Fiber optic,Yes,Yes,3,1,South
11619,46,Male,19,84.93,3368.19,One year,DSL,Yes,Yes,0,0,West
11620,21,Other,30,32.2,4276.72,Month-to-month,Fiber optic,Yes,Yes,9,0,East
11621,27,Male,58,114.56,4327.09,Month-to-month,Fiber optic,Yes,No,2,0,South
11622,42,Female,40,81.71,903.63,Month-to-month,DSL,Yes,Yes,5,0,North
11623,48,Female,68,61.59,1599.81,Month-to-month,Fiber optic,No,Yes,8,1,West
11624,20,Female,32,70.37,1872.39,Month-to-month,No,No,No,5,0,South
11625,64,Other,65,35.63,6036.46,Month-to-month,No,Yes,No,1,0,North
11626,19,Female,34,102.51,1014.43,One year,Fiber optic,Yes,No,1,0,South
11627,42,Other,31,84.48,5570.21,Two year,DSL,Yes,No,9,1,West
11628,66,Male,59,122.3,6708.93,One year,No,Yes,No,0,0,West
11629,23,Female,26,76.87,6909.67,Month-to-month,No,No,Yes,3,1,North
11630,43,Male,22,113.66,5194.45,Month-to-month,Fiber optic,No,No,0,0,East
11631,25,Female,34,49.01,2300.86,Month-to-month,DSL,No,No,6,1,West
11632,52,Male,13,35.7,1577.01,One year,No,No,Yes,8,0,East
11633,44,Other,55,125.78,3151.91,Month-to-month,DSL,No,No,7,0,West
11634,42,Female,8,55.94,3600.94,One year,No,No,No,6,0,North
11635,35,Other,62,114.18,3482.09,Month-to-month,DSL,Yes,Yes,1,0,North
11636,18,Other,22,55.98,3977.35,Month-to-month,No,No,No,1,0,South
11637,65,Male,56,45.73,2926.33,One year,Fiber optic,No,No,2,0,South
11638,56,Female,21,103.98,713.9,One year,DSL,No,Yes,7,0,East
11639,20,Other,49,108.61,3039.65,One year,DSL,No,Yes,1,1,East
11640,21,Male,6,115.19,479.39,One year,No,No,Yes,9,0,South
11641,58,Male,35,117.34,4974.02,Month-to-month,DSL,Yes,No,1,0,East
11642,54,Male,27,78.79,2991.48,Month-to-month,DSL,No,No,3,1,South
11643,68,Female,40,70.41,2053.25,Two year,No,No,No,5,1,North
11644,32,Female,14,105.84,284.55,Month-to-month,Fiber optic,No,No,1,0,East
11645,25,Male,52,87.5,6150.1,Month-to-month,Fiber optic,No,Yes,8,1,North
11646,55,Female,40,127.48,3725.91,Month-to-month,Fiber optic,Yes,Yes,8,1,North
11647,67,Male,43,67.95,1365.18,Month-to-month,No,Yes,No,0,1,West
11648,36,Female,58,34.32,2273.72,Month-to-month,Fiber optic,No,Yes,0,1,West
11649,64,Female,3,89.51,2538.95,Two year,DSL,Yes,No,9,0,East
11650,43,Male,15,65.69,2262.36,One year,DSL,No,Yes,8,0,East
11651,56,Male,45,64.6,1402.14,Month-to-month,Fiber optic,Yes,Yes,0,0,South
11652,27,Female,11,87.01,3802.71,Month-to-month,DSL,No,No,6,0,West
11653,55,Male,39,123.09,3717.88,One year,DSL,Yes,Yes,4,1,West
11654,31,Male,19,56.95,4170.75,One year,Fiber optic,No,Yes,9,0,North
11655,66,Male,20,68.33,1362.66,Two year,No,Yes,Yes,5,0,West
11656,58,Male,71,120.01,4510.15,Two year,Fiber optic,Yes,No,3,0,South
11657,36,Female,56,120.41,3277.13,Two year,No,No,No,1,0,North
11658,47,Other,4,53.68,3344.09,One year,DSL,No,Yes,2,0,West
11659,22,Female,9,101.33,1256.79,Month-to-month,Fiber optic,No,Yes,9,1,East
11660,48,Male,25,71.96,2558.63,One year,DSL,No,Yes,7,1,West
11661,24,Male,47,124.53,2532.15,Month-to-month,DSL,No,No,1,0,North
11662,36,Female,49,103.95,974.87,One year,No,No,Yes,6,0,West
11663,48,Male,27,79.92,1876.58,One year,DSL,No,Yes,2,0,East
11664,69,Female,28,112.55,2789.58,One year,No,No,Yes,1,1,East
11665,56,Other,62,130.78,774.94,One year,Fiber optic,No,No,9,0,South
11666,41,Male,16,75.14,2407.13,Month-to-month,DSL,Yes,No,3,1,North
11667,51,Other,46,67.71,4127.99,Month-to-month,No,Yes,No,8,1,East
11668,40,Other,46,91.3,2563.17,Month-to-month,Fiber optic,Yes,Yes,6,0,North
11669,65,Male,40,98.98,4906.03,Month-to-month,DSL,Yes,No,8,0,East
11670,62,Male,34,101.14,1358.73,Two year,Fiber optic,Yes,No,4,0,South
11671,57,Female,10,77.82,5591.04,Two year,DSL,Yes,Yes,0,1,East
11672,23,Female,1,63.55,4549.96,One year,DSL,Yes,Yes,2,0,North
11673,55,Male,66,113,1148.67,Month-to-month,Fiber optic,Yes,No,1,0,East
11674,58,Female,17,126.77,125.26,Month-to-month,DSL,No,Yes,8,1,East
11675,53,Other,47,117.25,2775.32,One year,Fiber optic,No,No,1,0,West
11676,44,Other,24,98.91,502.71,One year,DSL,Yes,No,6,0,South
11677,28,Male,50,66.37,4672.38,One year,DSL,No,No,4,1,East
11678,22,Female,29,92.86,2615.16,Month-to-month,DSL,Yes,Yes,1,1,South
11679,34,Male,13,40.21,1498.9,Month-to-month,No,Yes,Yes,2,1,North
11680,69,Other,64,83.92,4385.76,Month-to-month,DSL,No,Yes,7,0,South
11681,24,Male,28,108.89,4962.85,Two year,DSL,No,No,1,0,East
11682,44,Male,5,55.35,1206.18,One year,No,Yes,No,4,1,West
11683,64,Male,9,80.64,3373.87,Month-to-month,No,No,No,4,0,East
11684,32,Male,14,37.39,999.49,One year,DSL,No,Yes,7,1,South
11685,63,Other,10,114.68,41.78,Two year,DSL,No,Yes,4,0,West
11686,30,Male,33,65.36,5617.34,One year,DSL,No,No,2,0,West
11687,28,Male,40,88.79,3976.1,Month-to-month,Fiber optic,Yes,Yes,2,0,North
11688,62,Female,6,68.22,2584.78,One year,Fiber optic,Yes,Yes,3,0,North
11689,43,Male,17,90.35,2921.83,Month-to-month,Fiber optic,No,No,2,0,East
11690,39,Female,36,105.15,1456.91,Two year,DSL,No,No,0,0,South
11691,45,Male,70,63,2165.48,Two year,DSL,Yes,Yes,8,1,East
11692,41,Female,61,82.44,5076.78,Month-to-month,Fiber optic,No,No,7,0,East
11693,46,Male,49,110.27,2771.12,Two year,No,Yes,Yes,2,1,West
11694,26,Female,69,99.46,861.82,One year,No,No,Yes,0,0,East
11695,59,Male,71,35.75,5054.31,Two year,DSL,Yes,Yes,7,0,South
11696,21,Male,24,87.43,1808.88,Two year,DSL,No,Yes,0,0,East
11697,66,Female,51,68,4561.67,Two year,DSL,No,Yes,2,0,North
11698,63,Male,42,101.58,1124.31,Two year,Fiber optic,Yes,No,1,0,North
11699,35,Male,19,31.67,3750.17,Month-to-month,Fiber optic,Yes,Yes,2,0,West
11700,60,Male,62,63.38,7190.29,Two year,Fiber optic,Yes,Yes,8,0,North
11701,33,Male,67,38.73,3997.32,Month-to-month,DSL,No,Yes,6,0,South
11702,50,Other,30,122.96,1410.92,Month-to-month,No,No,Yes,6,0,North
11703,46,Male,38,118.52,1981.1,Month-to-month,Fiber optic,Yes,No,8,0,West
11704,56,Other,6,127.77,5701.18,One year,No,No,Yes,8,0,West
11705,27,Other,22,94.98,3020.02,One year,No,No,Yes,1,0,West
11706,26,Male,11,111.5,917.2,Month-to-month,No,Yes,Yes,0,0,South
11707,48,Female,29,91.79,3901.83,One year,No,Yes,Yes,6,1,West
11708,45,Female,8,79.69,1017.07,Two year,No,No,Yes,6,0,North
11709,20,Male,35,114.21,3214.04,One year,Fiber optic,Yes,No,7,0,North
11710,31,Other,45,108.38,4957.25,Two year,No,Yes,Yes,1,0,North
11711,42,Female,33,104.05,2542.02,One year,DSL,Yes,Yes,0,0,East
11712,32,Male,5,120.28,3265.62,Month-to-month,Fiber optic,No,No,2,1,South
11713,19,Male,62,123.79,455.62,Month-to-month,No,No,No,2,0,East
11714,41,Other,37,74.96,7487.41,One year,No,Yes,Yes,9,1,West
11715,31,Female,17,58.55,2391.62,Two year,Fiber optic,No,No,4,0,West
11716,65,Male,22,81.68,1180.86,Two year,No,No,No,7,0,East
11717,24,Female,32,39.39,1776.88,Month-to-month,DSL,Yes,No,0,0,West
11718,53,Male,14,124.74,1399.76,Two year,No,No,No,2,0,West
11719,67,Male,20,129.36,353.23,Month-to-month,Fiber optic,No,No,5,0,West
11720,41,Male,22,95.91,331.04,One year,Fiber optic,Yes,No,3,0,South
11721,44,Other,30,105.35,3379.85,One year,Fiber optic,Yes,No,9,0,West
11722,54,Other,54,62.68,3661.21,One year,DSL,No,Yes,8,0,East
11723,55,Other,33,117.48,6117.99,Month-to-month,No,Yes,No,1,0,East
11724,47,Female,5,120.92,3371.12,One year,Fiber optic,No,Yes,2,1,North
11725,44,Other,18,37.76,6780.96,Two year,DSL,No,No,1,1,West
11726,56,Other,63,43.27,2337.67,Month-to-month,DSL,No,No,1,1,South
11727,32,Female,46,56.34,1236.13,Two year,Fiber optic,No,No,9,1,North
11728,43,Female,7,101.06,2109.82,One year,Fiber optic,Yes,Yes,3,0,West
11729,18,Female,29,48.51,844.38,Month-to-month,DSL,No,Yes,2,1,South
11730,21,Female,57,52.22,1837.89,Month-to-month,Fiber optic,Yes,No,7,1,East
11731,46,Other,47,68.56,4168.77,Month-to-month,Fiber optic,No,No,5,0,South
11732,18,Other,9,91.77,5671.28,One year,DSL,Yes,Yes,0,0,West
11733,60,Female,59,128.6,285.37,Month-to-month,No,No,Yes,5,0,West
11734,67,Other,71,109.16,1340.44,Month-to-month,Fiber optic,Yes,Yes,2,0,South
11735,63,Male,71,86.38,5386.06,One year,DSL,No,No,2,0,East
11736,39,Other,43,34.98,7600.96,One year,Fiber optic,No,No,3,1,West
11737,28,Male,59,82.19,4837.76,Two year,Fiber optic,Yes,Yes,7,1,West
11738,27,Female,6,50.6,347.11,Two year,No,Yes,No,6,0,East
11739,34,Female,53,60.3,5310.2,Two year,Fiber optic,Yes,No,2,0,North
11740,53,Other,64,55.33,6021.56,Month-to-month,Fiber optic,Yes,No,0,0,North
11741,64,Female,4,65.08,1897.71,One year,Fiber optic,Yes,No,5,0,East
11742,43,Other,1,36.28,3525.4,Two year,DSL,Yes,Yes,0,0,North
11743,65,Other,70,88.25,2807.88,Two year,Fiber optic,Yes,No,4,0,South
11744,38,Other,31,34.61,2376.95,One year,Fiber optic,Yes,Yes,3,0,North
11745,30,Other,65,96.71,3567.07,Month-to-month,DSL,Yes,No,5,0,East
11746,26,Male,69,103.8,241.67,One year,Fiber optic,No,No,1,0,West
11747,28,Male,19,79.08,218.7,One year,Fiber optic,No,No,1,0,West
11748,28,Female,69,108.9,7350.1,One year,Fiber optic,Yes,No,4,0,West
11749,23,Male,69,127.7,2361.79,Month-to-month,No,No,Yes,0,1,East
11750,18,Female,49,64.34,3184.77,Two year,DSL,No,No,2,0,North
11751,23,Female,31,92.5,2737.4,Two year,DSL,No,Yes,9,0,East
11752,30,Other,60,62.69,719.25,Month-to-month,DSL,No,Yes,5,1,South
11753,39,Other,71,74.77,6158.03,One year,No,Yes,No,0,0,North
11754,48,Other,55,32.09,1570.7,One year,DSL,Yes,No,1,1,South
11755,39,Other,38,37.5,1442.96,Two year,DSL,Yes,No,1,0,East
11756,54,Other,33,110.54,5507.79,Two year,DSL,Yes,Yes,9,0,North
11757,64,Other,6,44.12,748.67,One year,Fiber optic,No,Yes,8,1,North
11758,44,Male,13,100.6,4399.59,Month-to-month,No,No,Yes,6,0,North
11759,67,Female,20,101.59,1094.96,Two year,Fiber optic,Yes,No,1,0,West
11760,69,Female,37,130.61,1582.91,Month-to-month,DSL,No,Yes,0,0,East
11761,31,Other,45,100.25,3821.38,Month-to-month,Fiber optic,Yes,No,0,0,South
11762,64,Male,59,42.99,2939.31,One year,DSL,No,Yes,8,0,South
11763,22,Other,52,93.27,2289.28,Month-to-month,Fiber optic,No,Yes,4,0,West
11764,53,Male,18,82.93,2238.38,One year,Fiber optic,No,No,7,0,North
11765,49,Male,25,122.65,4394.16,Month-to-month,No,No,Yes,4,0,West
11766,51,Female,1,99.7,6711.26,Two year,DSL,Yes,No,1,0,North
11767,24,Female,41,82.36,3878.32,One year,No,Yes,No,0,0,West
11768,59,Male,18,93.04,3454.58,One year,DSL,No,Yes,6,1,South
11769,65,Female,1,74.78,464.25,One year,DSL,No,Yes,6,0,South
11770,27,Male,39,81.34,1199.22,One year,DSL,No,Yes,8,0,North
11771,67,Male,31,102.95,3655.63,Two year,Fiber optic,Yes,No,5,1,East
11772,34,Male,71,37.9,6298.54,One year,No,Yes,No,5,0,North
11773,47,Female,38,92.14,2099.84,One year,DSL,Yes,No,0,0,North
11774,38,Other,8,38.9,4957.81,Two year,DSL,No,No,1,0,West
11775,30,Female,34,116.35,1926.82,Month-to-month,Fiber optic,No,Yes,2,0,South
11776,18,Other,27,125.18,2806.58,Two year,DSL,Yes,Yes,0,0,East
11777,18,Female,41,108.79,1989.65,Month-to-month,DSL,Yes,No,9,0,North
11778,64,Female,7,102.51,5137.4,One year,Fiber optic,No,No,4,0,East
11779,50,Other,32,125.31,4954.61,One year,Fiber optic,Yes,Yes,9,0,West
11780,55,Male,16,52.06,7397.77,Month-to-month,Fiber optic,Yes,No,7,1,North
11781,42,Other,2,53.1,1898.85,One year,No,Yes,No,5,0,West
11782,43,Male,43,78.57,3229.88,Two year,No,Yes,Yes,7,0,South
11783,30,Male,31,30.74,6050.24,Two year,No,No,Yes,7,1,East
11784,45,Female,47,127.46,2924.13,Two year,DSL,No,No,8,0,South
11785,50,Female,33,33.25,4214.31,Month-to-month,No,Yes,Yes,7,1,West
11786,54,Female,17,90.2,5925.78,Month-to-month,DSL,No,Yes,4,1,North
11787,58,Female,54,65.74,334.98,Month-to-month,No,No,Yes,5,1,South
11788,47,Female,54,40.39,7659.87,One year,DSL,Yes,No,5,1,North
11789,66,Other,51,32.48,127.7,Month-to-month,DSL,Yes,No,8,1,West
11790,65,Other,52,56.49,3482.45,Two year,Fiber optic,No,No,5,0,North
11791,25,Other,7,40.77,1643.52,Month-to-month,No,Yes,Yes,2,0,West
11792,66,Other,54,124.96,2411.23,Two year,Fiber optic,No,Yes,3,0,East
11793,64,Female,11,54.71,1044.84,One year,DSL,Yes,No,9,1,South
11794,18,Other,62,39.5,1910.67,Month-to-month,DSL,No,No,2,0,South
11795,29,Other,30,107.73,2885.49,Two year,No,No,Yes,7,0,North
11796,22,Male,57,71.83,1544.67,Two year,DSL,No,Yes,6,0,North
11797,41,Female,46,115.2,990.09,Month-to-month,No,No,No,7,0,East
11798,23,Other,70,114.67,7422.69,One year,No,Yes,Yes,5,0,West
11799,42,Other,66,130.22,7534.56,Month-to-month,No,No,Yes,2,0,North
11800,18,Other,55,111.18,2987.03,One year,Fiber optic,No,No,4,1,West
11801,42,Female,58,51.62,4336.19,Two year,No,No,Yes,2,1,West
11802,18,Other,10,89.22,4774.03,Month-to-month,No,No,No,9,0,South
11803,49,Male,4,83.14,39.74,Month-to-month,No,No,Yes,4,1,West
11804,59,Female,62,81.32,3667.17,Two year,No,Yes,No,8,1,West
11805,59,Male,43,59.97,3581.66,One year,No,No,No,4,0,West
11806,20,Female,42,51.21,3126.87,Month-to-month,Fiber optic,Yes,Yes,5,1,South
11807,66,Other,24,102.4,3713.98,Month-to-month,No,No,No,6,0,North
11808,36,Female,5,40.27,4839.13,Month-to-month,DSL,No,Yes,0,0,East
11809,60,Female,68,35,169.3,One year,DSL,No,No,7,1,South
11810,46,Female,45,68.5,4428.88,Two year,No,Yes,Yes,1,1,West
11811,67,Male,59,105.13,5033.75,Two year,No,Yes,Yes,7,0,West
11812,19,Female,65,117.71,6315.33,Two year,No,No,No,3,0,East
11813,26,Other,63,84.54,363.05,One year,No,No,Yes,0,0,North
11814,34,Female,67,114.82,6249.69,One year,No,Yes,Yes,6,0,South
11815,63,Female,49,32.54,1059.22,Two year,DSL,No,No,8,1,South
11816,53,Other,32,75.98,2421.53,Month-to-month,No,Yes,Yes,8,0,South
11817,34,Other,50,43.46,589.15,One year,No,No,No,3,1,South
11818,66,Male,58,88.84,8240.4,Two year,No,No,No,7,0,South
11819,29,Other,52,123.01,6598.73,Two year,DSL,No,No,6,0,West
11820,37,Other,23,30.72,456.92,Month-to-month,DSL,No,Yes,3,0,North
11821,67,Other,30,97.48,1139.73,Month-to-month,No,Yes,Yes,7,0,West
11822,20,Female,70,110.02,1954.64,One year,DSL,Yes,Yes,0,0,North
11823,60,Male,71,105.18,5658.32,One year,No,No,Yes,8,0,South
11824,67,Other,30,31.99,1414.81,Two year,DSL,No,Yes,3,1,East
11825,21,Other,37,47.55,473.8,One year,No,No,Yes,0,1,North
11826,34,Other,48,39.52,5976.33,Month-to-month,Fiber optic,Yes,No,8,0,East
11827,67,Female,32,38.62,3799.18,One year,DSL,Yes,Yes,1,0,West
11828,54,Female,70,103.74,1596.15,One year,Fiber optic,No,No,1,0,North
11829,63,Male,35,72.89,7772.95,One year,DSL,No,Yes,1,0,South
11830,59,Male,68,103.2,2181.16,One year,Fiber optic,Yes,Yes,7,0,East
11831,32,Female,32,66.43,5035.57,Month-to-month,DSL,No,No,5,1,East
11832,50,Other,59,41.81,1440.49,One year,DSL,No,No,7,0,East
11833,33,Other,35,102.55,3022.2,Month-to-month,No,Yes,No,2,0,West
11834,28,Male,16,93.22,851.13,One year,DSL,No,Yes,8,0,West
11835,37,Other,52,41.4,3116.12,Two year,DSL,No,No,2,0,West
11836,55,Female,66,123.35,1497.52,One year,Fiber optic,Yes,No,3,1,South
11837,41,Male,6,61.19,1752.97,Month-to-month,Fiber optic,No,No,1,1,South
11838,33,Female,14,96.12,6332.2,Month-to-month,Fiber optic,Yes,No,1,0,North
11839,47,Female,29,33.22,2517.47,Two year,Fiber optic,Yes,No,8,0,South
11840,51,Other,26,74.74,2481.56,Two year,No,Yes,Yes,1,0,North
11841,18,Female,18,127.39,4787.69,Month-to-month,Fiber optic,Yes,No,5,0,East
11842,41,Female,4,119.53,4751.17,Month-to-month,No,Yes,No,4,1,North
11843,41,Other,57,52.35,39.85,One year,No,Yes,Yes,9,0,North
11844,26,Female,53,118.78,6408.08,Month-to-month,Fiber optic,No,Yes,2,0,West
11845,39,Other,25,59.59,4627.55,Month-to-month,Fiber optic,No,Yes,9,0,West
11846,29,Female,47,116.07,900.01,Two year,Fiber optic,Yes,No,5,0,West
11847,34,Other,52,103.64,82.4,Month-to-month,DSL,Yes,No,2,0,East
11848,42,Other,34,65.55,2437.98,Two year,Fiber optic,Yes,Yes,8,0,South
11849,45,Male,16,121.98,4270.93,One year,Fiber optic,No,No,5,0,West
11850,32,Female,36,79,2347.69,Two year,No,No,No,4,1,West
11851,47,Female,28,62.08,3376.69,One year,Fiber optic,No,Yes,6,0,East
11852,68,Male,65,58.24,6567.45,Two year,DSL,Yes,No,5,0,North
11853,44,Other,53,124.84,427.07,Two year,Fiber optic,Yes,Yes,8,1,South
11854,39,Other,42,106.61,4094.74,One year,Fiber optic,Yes,Yes,6,1,North
11855,27,Male,19,65.33,4298.53,Month-to-month,No,Yes,Yes,0,1,South
11856,48,Male,44,55.66,1316.4,Two year,DSL,Yes,Yes,3,0,West
11857,44,Other,30,51.36,1554.38,Month-to-month,DSL,Yes,Yes,4,0,South
11858,29,Other,44,54.68,3157.18,Month-to-month,Fiber optic,Yes,No,1,0,North
11859,63,Male,27,41.2,4175.04,Month-to-month,DSL,No,No,3,0,South
11860,48,Female,34,78.95,655.57,One year,Fiber optic,Yes,No,0,0,West
11861,49,Other,24,34.14,178.21,Two year,No,No,No,8,0,North
11862,49,Male,56,31.15,2163.1,Two year,DSL,Yes,No,3,1,North
11863,58,Female,7,92.42,2003.79,Month-to-month,Fiber optic,Yes,Yes,8,0,West
11864,62,Female,68,38.93,6397.83,Two year,No,Yes,Yes,2,0,West
11865,52,Female,51,115.36,2089.91,Month-to-month,No,No,Yes,4,1,East
11866,63,Female,8,40.77,3620.83,One year,Fiber optic,Yes,No,5,0,East
11867,38,Male,56,84.8,735.9,One year,No,No,No,4,1,South
11868,27,Other,58,98.22,4135.59,Two year,No,Yes,Yes,1,1,West
11869,33,Female,69,53.13,844.64,Month-to-month,Fiber optic,Yes,Yes,9,0,West
11870,24,Female,8,119.7,1172.59,One year,DSL,No,No,7,0,East
11871,21,Male,66,78.61,2194.35,Two year,DSL,Yes,Yes,0,0,North
11872,44,Female,24,61.84,5043.37,Month-to-month,No,Yes,No,0,0,South
11873,69,Male,42,121,3636.25,Month-to-month,Fiber optic,Yes,Yes,3,0,West
11874,42,Male,54,116.68,2299.4,Two year,DSL,Yes,Yes,7,0,East
11875,48,Other,16,101.66,4352.72,Month-to-month,DSL,Yes,Yes,5,0,West
11876,28,Female,4,59.33,581.74,Two year,No,Yes,Yes,7,1,West
11877,65,Other,59,69.4,2164.31,Two year,No,Yes,No,9,0,South
11878,37,Male,46,99.65,3629.14,One year,DSL,Yes,No,5,0,East
11879,53,Female,13,48.7,6738.98,One year,Fiber optic,Yes,No,9,0,South
11880,34,Male,37,80,1235.62,Two year,Fiber optic,No,Yes,5,0,East
11881,62,Male,54,104.5,2036.71,Month-to-month,No,No,No,4,0,East
11882,28,Male,49,96.42,2047.36,One year,DSL,No,No,8,0,South
11883,47,Female,58,102.7,2856.94,Month-to-month,DSL,No,No,6,1,West
11884,52,Male,19,120.07,5276.05,Two year,No,No,No,1,0,East
11885,58,Male,18,127.79,4339.86,Two year,No,Yes,No,1,1,West
11886,55,Female,60,76.29,853.85,Month-to-month,DSL,Yes,No,2,1,North
11887,39,Other,17,36.05,1901.88,One year,Fiber optic,No,No,9,0,East
11888,60,Male,11,114.26,6575.22,One year,No,No,No,8,0,South
11889,65,Other,15,41.9,1429.61,One year,Fiber optic,Yes,No,5,0,South
11890,68,Other,17,52.15,1296.83,One year,Fiber optic,No,Yes,6,1,West
11891,44,Other,5,95.96,3120.38,Month-to-month,DSL,No,No,0,0,North
11892,54,Other,61,105.31,2449.79,One year,Fiber optic,Yes,No,2,0,East
11893,63,Other,4,100.15,4593.15,Month-to-month,Fiber optic,Yes,No,6,0,East
11894,66,Other,56,74.28,5020.79,One year,DSL,Yes,No,5,0,West
11895,52,Female,48,122.71,5290.79,One year,No,No,No,8,0,West
11896,21,Female,48,114.04,4164.31,Month-to-month,Fiber optic,Yes,No,5,1,South
11897,33,Other,35,97.02,3218.19,Month-to-month,No,Yes,Yes,2,0,West
11898,33,Female,33,74.54,4179.41,Month-to-month,DSL,Yes,No,7,1,West
11899,38,Female,21,76.84,2904.37,Two year,DSL,Yes,Yes,8,1,East
11900,43,Other,5,47.76,5828.03,Month-to-month,DSL,Yes,No,1,0,South
11901,53,Other,64,108.74,1858.01,Two year,DSL,Yes,Yes,1,1,North
11902,36,Male,69,117.45,1419.05,Month-to-month,DSL,No,No,4,0,East
11903,34,Female,21,113.55,2700.55,Month-to-month,No,Yes,Yes,5,1,East
11904,62,Other,32,85.25,2158.33,Month-to-month,No,No,No,6,0,North
11905,43,Female,18,114.62,1395.37,Two year,DSL,Yes,Yes,6,0,West
11906,39,Female,58,109.82,4152.82,Two year,Fiber optic,No,Yes,4,0,North
11907,45,Female,24,114.06,2119.85,Two year,DSL,Yes,No,8,1,North
11908,18,Male,5,129.17,2321.9,Month-to-month,DSL,No,No,2,1,East
11909,61,Other,53,111.8,2376.22,Month-to-month,Fiber optic,No,No,1,0,West
11910,53,Female,55,57.33,7548.33,Two year,Fiber optic,No,Yes,0,0,North
11911,60,Other,5,112.9,2004.38,Two year,DSL,Yes,No,8,0,East
11912,54,Female,69,67.93,4385.25,Month-to-month,DSL,No,No,4,1,West
11913,19,Other,41,82.13,446.12,One year,Fiber optic,Yes,Yes,2,0,South
11914,34,Other,7,110.43,146.89,Two year,Fiber optic,No,No,1,0,North
11915,57,Other,1,61.98,1423.92,Month-to-month,DSL,Yes,No,5,0,North
11916,55,Female,52,32.62,2005.79,One year,DSL,No,No,1,1,South
11917,38,Male,26,102.52,1231.12,One year,Fiber optic,No,No,2,0,West
11918,26,Other,63,121.11,5983.84,Two year,DSL,No,Yes,3,0,North
11919,30,Male,12,123.71,406.38,Month-to-month,No,No,No,9,0,South
11920,28,Other,70,110.68,2422.14,Month-to-month,DSL,Yes,No,2,0,East
11921,33,Male,19,124.44,6997.88,Two year,Fiber optic,Yes,Yes,9,0,North
11922,33,Other,4,112.88,3670.75,Two year,No,No,Yes,3,0,South
11923,19,Male,5,33.03,4480.42,Month-to-month,DSL,No,Yes,1,1,South
11924,59,Other,54,65.31,3728.77,One year,Fiber optic,No,No,8,0,West
11925,61,Other,70,63.94,3929,Two year,No,No,Yes,8,0,North
11926,25,Male,57,52.13,3845.84,Month-to-month,Fiber optic,No,No,0,1,North
11927,60,Other,52,110.58,1987.92,One year,DSL,Yes,No,0,0,South
11928,59,Female,18,82.52,4008.06,One year,No,No,No,7,0,South
11929,30,Other,64,114.46,1849.56,One year,DSL,No,No,4,1,South
11930,34,Other,10,90.73,6232.49,One year,No,No,Yes,7,0,West
11931,56,Female,23,89.64,2320.92,One year,DSL,Yes,Yes,4,0,South
11932,41,Female,68,68.79,603.02,Month-to-month,No,No,Yes,9,0,West
11933,20,Female,52,109.74,472.7,Month-to-month,Fiber optic,Yes,Yes,3,0,East
11934,47,Male,47,98.98,2172.98,One year,DSL,No,No,4,0,West
11935,69,Female,70,64.2,2814.64,Month-to-month,DSL,Yes,Yes,3,1,South
11936,30,Male,26,130.34,6909.14,Month-to-month,Fiber optic,Yes,Yes,6,1,West
11937,36,Female,70,76.73,1926.72,Month-to-month,DSL,Yes,No,5,0,South
11938,24,Male,43,61.97,8571.59,Two year,No,Yes,No,7,0,North
11939,26,Female,69,99.46,3221.42,One year,Fiber optic,Yes,No,9,0,West
11940,36,Female,63,52.49,5245.77,One year,No,Yes,No,3,1,South
11941,62,Other,66,113.89,6300.78,Month-to-month,Fiber optic,No,No,6,1,South
11942,57,Female,63,98.71,681.31,Month-to-month,No,Yes,Yes,4,0,South
11943,39,Other,13,117.87,1977.12,Month-to-month,DSL,Yes,Yes,0,0,East
11944,35,Female,51,63.22,2587.2,Two year,No,Yes,Yes,2,0,East
11945,40,Female,5,116.29,2348.42,Two year,DSL,Yes,Yes,0,0,North
11946,19,Other,47,80.58,1061.52,One year,Fiber optic,No,Yes,2,0,North
11947,67,Other,36,35.96,1225.63,One year,No,No,No,0,0,West
11948,67,Male,36,49.6,3710.23,Two year,No,Yes,No,3,0,East
11949,28,Other,50,51.97,1526.61,Two year,DSL,Yes,No,4,0,North
11950,48,Male,56,107.56,5656.18,Two year,Fiber optic,Yes,No,2,1,North
11951,50,Female,19,50.51,2293.98,One year,DSL,Yes,Yes,0,1,East
11952,31,Other,20,86.74,1861.99,One year,Fiber optic,Yes,No,5,1,East
11953,33,Other,22,95.9,2788.19,One year,DSL,No,Yes,9,1,South
